population,lr,depth,reg,RMSE
7,0.1053,10,0.5183,45.4835
7,0.1056,10,0.5193,45.4716
7,0.1053,10,0.5169,45.4832
7,0.1055,10,0.522,45.4827
7,0.1056,10,0.5221,45.4822
7,0.1056,10,0.5211,45.4825
7,0.1054,10,0.5216,45.5201
7,0.1054,10,0.5203,45.4834
7,0.1056,10,0.5202,45.4824
7,0.1055,10,0.5166,45.4826
7,0.1056,10,0.5209,45.4716
7,0.1057,10,0.5248,45.4823
7,0.1054,10,0.5154,45.483
7,0.1056,10,0.5237,45.4824
7,0.1054,10,0.517,45.483
7,0.1055,10,0.5211,45.483
7,0.1056,10,0.5214,45.4824
7,0.1056,10,0.5203,45.4824
7,0.1057,10,0.5254,45.4481
7,0.1057,10,0.5261,45.4482
7,0.1054,10,0.5156,45.4831
7,0.1057,10,0.5235,45.4822
7,0.1056,10,0.5203,45.4824
7,0.1056,10,0.5233,45.4823
7,0.1055,10,0.5175,45.4825
7,0.1054,10,0.5197,45.4831
7,0.1057,10,0.5224,45.4716
7,0.1055,10,0.52,45.4829
7,0.1055,10,0.5226,45.483
7,0.1057,10,0.5236,45.4822
7,0.1055,10,0.5254,45.4833
7,0.1056,10,0.5224,45.4825
7,0.1056,10,0.5226,45.4825
7,0.1056,10,0.5254,45.4829
7,0.1057,10,0.5237,45.4716
7,0.1056,10,0.5211,45.4824
7,0.1054,10,0.5233,45.5202
7,0.1055,10,0.5244,45.4832
7,0.1054,10,0.5185,45.4833
7,0.1054,10,0.5209,45.4832
7,0.1054,10,0.5191,45.4832
7,0.1054,10,0.5182,45.4829
7,0.1056,10,0.5229,45.4825
7,0.1054,10,0.5189,45.4832
7,0.1057,10,0.5235,45.4822
7,0.1057,10,0.5261,45.4481
7,0.1054,10,0.5233,45.4834
7,0.1056,10,0.5245,45.4826
7,0.1056,10,0.5222,45.4826
7,0.1056,10,0.5213,45.4824
7,0.1055,10,0.5225,45.4831
7,0.1054,10,0.5221,45.4832
7,0.1057,10,0.5242,45.448
7,0.1056,10,0.5256,45.4829
7,0.1055,10,0.5236,45.4829
7,0.1055,10,0.5171,45.4824
7,0.1054,10,0.5196,45.4834
7,0.1053,10,0.5208,45.5203
7,0.1056,10,0.5257,45.4826
